symbol,epoch,slug,orders_placed,orders_filled,orders_open,allocation_usdc,total_proceeds_usdc,yes_filled,no_filled,yes_unfilled,no_unfilled,pnl_if_yes_wins_usdc,pnl_if_no_wins_usdc,epoch_end_utc
eth,5m,eth-updown-5m-1775216100,2,2,0,100.0,101.0,100.0,100.0,0.0,0.0,1.0,1.0,2026-04-03T11:40:00Z
eth,5m,eth-updown-5m-1775215800,11,11,0,100.0,101.8,100.0,100.0,0.0,0.0,1.8,1.8,2026-04-03T11:35:00Z
eth,5m,eth-updown-5m-1775215500,2,2,0,100.0,54.0,100.0,100.0,0.0,0.0,-46.0,-46.0,2026-04-03T11:30:00Z
eth,5m,eth-updown-5m-1775215200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T11:25:00Z
eth,5m,eth-updown-5m-1775214900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T11:20:00Z
eth,5m,eth-updown-5m-1775214600,4,4,0,100.0,105.5,100.0,100.0,0.0,0.0,5.5,5.5,2026-04-03T11:15:00Z
eth,5m,eth-updown-5m-1775214300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T11:10:00Z
eth,5m,eth-updown-5m-1775214000,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-03T11:05:00Z
eth,5m,eth-updown-5m-1775213400,2,2,0,100.0,39.0,100.0,100.0,0.0,0.0,-61.0,-61.0,2026-04-03T10:55:00Z
eth,5m,eth-updown-5m-1775213100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T10:50:00Z
eth,5m,eth-updown-5m-1775212800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T10:45:00Z
eth,5m,eth-updown-5m-1775212500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T10:40:00Z
eth,5m,eth-updown-5m-1775212200,10,10,0,100.0,102.6,100.0,100.0,0.0,0.0,2.6,2.6,2026-04-03T10:35:00Z
eth,5m,eth-updown-5m-1775211900,4,4,0,100.0,103.5,100.0,100.0,0.0,0.0,3.5,3.5,2026-04-03T10:30:00Z
eth,5m,eth-updown-5m-1775211600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T10:25:00Z
eth,5m,eth-updown-5m-1775211300,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-03T10:20:00Z
eth,5m,eth-updown-5m-1775211000,6,6,0,100.0,104.0,100.0,100.0,0.0,0.0,4.0,4.0,2026-04-03T10:15:00Z
eth,5m,eth-updown-5m-1775210700,5,5,0,100.0,104.4,100.0,100.0,0.0,0.0,4.4,4.4,2026-04-03T10:10:00Z
eth,5m,eth-updown-5m-1775210400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T10:05:00Z
eth,5m,eth-updown-5m-1775210100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T10:00:00Z
eth,5m,eth-updown-5m-1775209800,6,6,0,100.0,104.0,100.0,100.0,0.0,0.0,4.0,4.0,2026-04-03T09:55:00Z
eth,5m,eth-updown-5m-1775209500,2,2,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2026-04-03T09:50:00Z
eth,5m,eth-updown-5m-1775209200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T09:45:00Z
eth,5m,eth-updown-5m-1775208900,8,8,0,100.0,104.2,100.0,100.0,0.0,0.0,4.2,4.2,2026-04-03T09:40:00Z
eth,5m,eth-updown-5m-1775208600,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-03T09:35:00Z
eth,5m,eth-updown-5m-1775208300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T09:30:00Z
eth,5m,eth-updown-5m-1775208000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T09:25:00Z
eth,5m,eth-updown-5m-1775207700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T09:20:00Z
eth,5m,eth-updown-5m-1775207400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T09:15:00Z
eth,5m,eth-updown-5m-1775207100,6,6,0,100.0,103.1,100.0,100.0,0.0,0.0,3.1,3.1,2026-04-03T09:10:00Z
eth,5m,eth-updown-5m-1775206800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T09:05:00Z
eth,5m,eth-updown-5m-1775206500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T09:00:00Z
eth,5m,eth-updown-5m-1775206200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T08:55:00Z
eth,5m,eth-updown-5m-1775205900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T08:50:00Z
eth,5m,eth-updown-5m-1775205600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T08:45:00Z
eth,5m,eth-updown-5m-1775205300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T08:40:00Z
eth,5m,eth-updown-5m-1775205000,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-03T08:35:00Z
eth,5m,eth-updown-5m-1775204700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T08:30:00Z
eth,5m,eth-updown-5m-1775204400,8,8,0,100.0,103.7,100.0,100.0,0.0,0.0,3.7,3.7,2026-04-03T08:25:00Z
eth,5m,eth-updown-5m-1775204100,4,4,0,100.0,104.4,100.0,100.0,0.0,0.0,4.4,4.4,2026-04-03T08:20:00Z
eth,5m,eth-updown-5m-1775203800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T08:15:00Z
eth,5m,eth-updown-5m-1775203500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T08:10:00Z
eth,5m,eth-updown-5m-1775203200,4,4,0,100.0,104.7,100.0,100.0,0.0,0.0,4.7,4.7,2026-04-03T08:05:00Z
eth,5m,eth-updown-5m-1775202900,6,6,0,100.0,102.4,100.0,100.0,0.0,0.0,2.4,2.4,2026-04-03T08:00:00Z
eth,5m,eth-updown-5m-1775202600,5,5,0,100.0,104.1,100.0,100.0,0.0,0.0,4.1,4.1,2026-04-03T07:55:00Z
eth,5m,eth-updown-5m-1775202300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T07:50:00Z
eth,5m,eth-updown-5m-1775202000,2,2,0,100.0,102.0,100.0,100.0,0.0,0.0,2.0,2.0,2026-04-03T07:45:00Z
eth,5m,eth-updown-5m-1775201700,2,2,0,100.0,101.0,100.0,100.0,0.0,0.0,1.0,1.0,2026-04-03T07:40:00Z
eth,5m,eth-updown-5m-1775201400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T07:35:00Z
eth,5m,eth-updown-5m-1775201100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T07:30:00Z
eth,5m,eth-updown-5m-1775200800,2,2,0,100.0,99.0,100.0,100.0,0.0,0.0,-1.0,-1.0,2026-04-03T07:25:00Z
eth,5m,eth-updown-5m-1775200500,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-03T07:20:00Z
eth,5m,eth-updown-5m-1775200200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T07:15:00Z
eth,5m,eth-updown-5m-1775199900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T07:10:00Z
eth,5m,eth-updown-5m-1775199600,2,2,0,100.0,102.0,100.0,100.0,0.0,0.0,2.0,2.0,2026-04-03T07:05:00Z
eth,5m,eth-updown-5m-1775199300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T07:00:00Z
eth,5m,eth-updown-5m-1775199000,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-03T06:55:00Z
eth,5m,eth-updown-5m-1775198700,3,3,0,100.0,102.8,100.0,100.0,0.0,0.0,2.8,2.8,2026-04-03T06:50:00Z
eth,5m,eth-updown-5m-1775198400,2,2,0,100.0,104.0,100.0,100.0,0.0,0.0,4.0,4.0,2026-04-03T06:45:00Z
eth,5m,eth-updown-5m-1775198100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T06:40:00Z
eth,5m,eth-updown-5m-1775197800,4,4,0,100.0,104.7,100.0,100.0,0.0,0.0,4.7,4.7,2026-04-03T06:35:00Z
eth,5m,eth-updown-5m-1775197500,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-03T06:30:00Z
eth,5m,eth-updown-5m-1775197200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T06:25:00Z
eth,5m,eth-updown-5m-1775196900,7,7,0,100.0,104.1,100.0,100.0,0.0,0.0,4.1,4.1,2026-04-03T06:20:00Z
eth,5m,eth-updown-5m-1775196600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T06:15:00Z
eth,5m,eth-updown-5m-1775196300,2,2,0,100.0,106.0,100.0,100.0,0.0,0.0,6.0,6.0,2026-04-03T06:10:00Z
eth,5m,eth-updown-5m-1775196000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T06:05:00Z
eth,5m,eth-updown-5m-1775195700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T06:00:00Z
eth,5m,eth-updown-5m-1775195400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T05:55:00Z
eth,5m,eth-updown-5m-1775195100,6,6,0,100.0,104.0,100.0,100.0,0.0,0.0,4.0,4.0,2026-04-03T05:50:00Z
eth,5m,eth-updown-5m-1775194800,4,4,0,100.0,105.3,100.0,100.0,0.0,0.0,5.3,5.3,2026-04-03T05:45:00Z
eth,5m,eth-updown-5m-1775194500,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-03T05:40:00Z
eth,5m,eth-updown-5m-1775194200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T05:35:00Z
eth,5m,eth-updown-5m-1775193900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T05:30:00Z
eth,5m,eth-updown-5m-1775193600,5,5,0,100.0,104.1,100.0,100.0,0.0,0.0,4.1,4.1,2026-04-03T05:25:00Z
eth,5m,eth-updown-5m-1775193300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T05:20:00Z
eth,5m,eth-updown-5m-1775193000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T05:15:00Z
eth,5m,eth-updown-5m-1775192700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T05:10:00Z
eth,5m,eth-updown-5m-1775192400,6,6,0,100.0,102.4,100.0,100.0,0.0,0.0,2.4,2.4,2026-04-03T05:05:00Z
eth,5m,eth-updown-5m-1775192100,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-03T05:00:00Z
eth,5m,eth-updown-5m-1775191800,10,10,0,100.0,92.9,100.0,100.0,0.0,0.0,-7.1,-7.1,2026-04-03T04:55:00Z
eth,5m,eth-updown-5m-1775191500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T04:50:00Z
eth,5m,eth-updown-5m-1775191200,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-03T04:45:00Z
eth,5m,eth-updown-5m-1775190900,2,2,0,100.0,106.0,100.0,100.0,0.0,0.0,6.0,6.0,2026-04-03T04:40:00Z
eth,5m,eth-updown-5m-1775190600,6,6,0,100.0,102.4,100.0,100.0,0.0,0.0,2.4,2.4,2026-04-03T04:35:00Z
eth,5m,eth-updown-5m-1775190300,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-03T04:30:00Z
eth,5m,eth-updown-5m-1775190000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T04:25:00Z
eth,5m,eth-updown-5m-1775189700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T04:20:00Z
eth,5m,eth-updown-5m-1775189400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T04:15:00Z
eth,5m,eth-updown-5m-1775189100,11,11,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-03T04:10:00Z
eth,5m,eth-updown-5m-1775188800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T04:05:00Z
eth,5m,eth-updown-5m-1775188500,11,11,0,100.0,101.5,100.0,100.0,0.0,0.0,1.5,1.5,2026-04-03T04:00:00Z
eth,5m,eth-updown-5m-1775188200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T03:55:00Z
eth,5m,eth-updown-5m-1775187900,11,11,0,100.0,101.8,100.0,100.0,0.0,0.0,1.8,1.8,2026-04-03T03:50:00Z
eth,5m,eth-updown-5m-1775187600,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-03T03:45:00Z
eth,5m,eth-updown-5m-1775187300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T03:40:00Z
eth,5m,eth-updown-5m-1775187000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T03:35:00Z
eth,5m,eth-updown-5m-1775186700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T03:30:00Z
eth,5m,eth-updown-5m-1775186400,11,11,0,100.0,103.5,100.0,100.0,0.0,0.0,3.5,3.5,2026-04-03T03:25:00Z
eth,5m,eth-updown-5m-1775186100,11,11,0,100.0,101.5,100.0,100.0,0.0,0.0,1.5,1.5,2026-04-03T03:20:00Z
eth,5m,eth-updown-5m-1775185800,3,3,0,100.0,102.8,100.0,100.0,0.0,0.0,2.8,2.8,2026-04-03T03:15:00Z
eth,5m,eth-updown-5m-1775185500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T03:10:00Z
eth,5m,eth-updown-5m-1775185200,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-03T03:05:00Z
eth,5m,eth-updown-5m-1775184900,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-03T03:00:00Z
eth,5m,eth-updown-5m-1775184600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T02:55:00Z
eth,5m,eth-updown-5m-1775184300,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-03T02:50:00Z
eth,5m,eth-updown-5m-1775184000,11,11,0,100.0,103.1,100.0,100.0,0.0,0.0,3.1,3.1,2026-04-03T02:45:00Z
eth,5m,eth-updown-5m-1775183700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T02:40:00Z
eth,5m,eth-updown-5m-1775183400,11,11,0,100.0,102.5,100.0,100.0,0.0,0.0,2.5,2.5,2026-04-03T02:35:00Z
eth,5m,eth-updown-5m-1775183100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T02:30:00Z
eth,5m,eth-updown-5m-1775182800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T02:25:00Z
eth,5m,eth-updown-5m-1775182500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T02:20:00Z
eth,5m,eth-updown-5m-1775182200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T02:15:00Z
eth,5m,eth-updown-5m-1775181900,6,6,0,100.0,104.0,100.0,100.0,0.0,0.0,4.0,4.0,2026-04-03T02:10:00Z
eth,5m,eth-updown-5m-1775181600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T02:05:00Z
eth,5m,eth-updown-5m-1775181300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T02:00:00Z
eth,5m,eth-updown-5m-1775181000,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-03T01:55:00Z
eth,5m,eth-updown-5m-1775180700,4,4,0,100.0,54.7,100.0,100.0,0.0,0.0,-45.3,-45.3,2026-04-03T01:50:00Z
eth,5m,eth-updown-5m-1775180400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T01:45:00Z
eth,5m,eth-updown-5m-1775180100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T01:40:00Z
eth,5m,eth-updown-5m-1775179800,2,2,0,100.0,24.0,100.0,100.0,0.0,0.0,-76.0,-76.0,2026-04-03T01:35:00Z
eth,5m,eth-updown-5m-1775179500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T01:30:00Z
eth,5m,eth-updown-5m-1775179200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T01:25:00Z
eth,5m,eth-updown-5m-1775178900,6,6,0,100.0,104.0,100.0,100.0,0.0,0.0,4.0,4.0,2026-04-03T01:20:00Z
eth,5m,eth-updown-5m-1775178600,4,4,0,100.0,102.68,100.0,100.0,0.0,0.0,2.68,2.68,2026-04-03T01:15:00Z
eth,5m,eth-updown-5m-1775178300,5,5,0,100.0,103.6,100.0,100.0,0.0,0.0,3.6,3.6,2026-04-03T01:10:00Z
eth,5m,eth-updown-5m-1775178000,3,3,0,100.0,33.5,100.0,100.0,0.0,0.0,-66.5,-66.5,2026-04-03T01:05:00Z
eth,5m,eth-updown-5m-1775177700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T01:00:00Z
eth,5m,eth-updown-5m-1775177400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T00:55:00Z
eth,5m,eth-updown-5m-1775177100,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-03T00:50:00Z
eth,5m,eth-updown-5m-1775176800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T00:45:00Z
eth,5m,eth-updown-5m-1775176500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T00:40:00Z
eth,5m,eth-updown-5m-1775176200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T00:35:00Z
eth,5m,eth-updown-5m-1775175900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T00:30:00Z
eth,5m,eth-updown-5m-1775175600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T00:25:00Z
eth,5m,eth-updown-5m-1775175300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T00:20:00Z
eth,5m,eth-updown-5m-1775175000,11,11,0,100.0,102.3,100.0,100.0,0.0,0.0,2.3,2.3,2026-04-03T00:15:00Z
eth,5m,eth-updown-5m-1775174700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T00:10:00Z
eth,5m,eth-updown-5m-1775174400,8,8,0,100.0,103.7,100.0,100.0,0.0,0.0,3.7,3.7,2026-04-03T00:05:00Z
eth,5m,eth-updown-5m-1775174100,4,4,0,100.0,105.5,100.0,100.0,0.0,0.0,5.5,5.5,2026-04-03T00:00:00Z
eth,5m,eth-updown-5m-1775173800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T23:55:00Z
eth,5m,eth-updown-5m-1775173500,11,11,0,100.0,102.3,100.0,100.0,0.0,0.0,2.3,2.3,2026-04-02T23:50:00Z
eth,5m,eth-updown-5m-1775173200,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-02T23:45:00Z
eth,5m,eth-updown-5m-1775172900,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-02T23:40:00Z
eth,5m,eth-updown-5m-1775172600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T23:35:00Z
eth,5m,eth-updown-5m-1775172300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T23:30:00Z
eth,5m,eth-updown-5m-1775172000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T23:25:00Z
eth,5m,eth-updown-5m-1775171700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T23:20:00Z
eth,5m,eth-updown-5m-1775171400,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-02T23:15:00Z
eth,5m,eth-updown-5m-1775171100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T23:10:00Z
eth,5m,eth-updown-5m-1775170800,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-02T23:05:00Z
eth,5m,eth-updown-5m-1775170500,6,6,0,100.0,53.4,100.0,100.0,0.0,0.0,-46.6,-46.6,2026-04-02T23:00:00Z
eth,5m,eth-updown-5m-1775170200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T22:55:00Z
eth,5m,eth-updown-5m-1775169900,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-02T22:50:00Z
eth,5m,eth-updown-5m-1775169600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T22:45:00Z
eth,5m,eth-updown-5m-1775169300,4,4,0,100.0,103.6,100.0,100.0,0.0,0.0,3.6,3.6,2026-04-02T22:40:00Z
eth,5m,eth-updown-5m-1775169000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T22:35:00Z
eth,5m,eth-updown-5m-1775168700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T22:30:00Z
eth,5m,eth-updown-5m-1775168400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T22:25:00Z
eth,5m,eth-updown-5m-1775168100,7,7,0,100.0,102.3,100.0,100.0,0.0,0.0,2.3,2.3,2026-04-02T22:20:00Z
eth,5m,eth-updown-5m-1775167800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T22:15:00Z
eth,5m,eth-updown-5m-1775167500,5,5,0,100.0,104.3,100.0,100.0,0.0,0.0,4.3,4.3,2026-04-02T22:10:00Z
eth,5m,eth-updown-5m-1775167200,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-02T22:05:00Z
eth,5m,eth-updown-5m-1775166900,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-02T22:00:00Z
eth,5m,eth-updown-5m-1775166600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T21:55:00Z
eth,5m,eth-updown-5m-1775166300,9,9,0,100.0,86.7,100.0,100.0,0.0,0.0,-13.3,-13.3,2026-04-02T21:50:00Z
eth,5m,eth-updown-5m-1775166000,3,3,0,100.0,102.9,100.0,100.0,0.0,0.0,2.9,2.9,2026-04-02T21:45:00Z
eth,5m,eth-updown-5m-1775165700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T21:40:00Z
eth,5m,eth-updown-5m-1775165400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T21:35:00Z
eth,5m,eth-updown-5m-1775165100,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-02T21:30:00Z
eth,5m,eth-updown-5m-1775164800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T21:25:00Z
eth,5m,eth-updown-5m-1775164500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T21:20:00Z
eth,5m,eth-updown-5m-1775164200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T21:15:00Z
eth,5m,eth-updown-5m-1775163900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T21:10:00Z
eth,5m,eth-updown-5m-1775163600,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-02T21:05:00Z
eth,5m,eth-updown-5m-1775163300,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-02T21:00:00Z
eth,5m,eth-updown-5m-1775163000,2,2,0,100.0,101.0,100.0,100.0,0.0,0.0,1.0,1.0,2026-04-02T20:55:00Z
eth,5m,eth-updown-5m-1775162700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T20:50:00Z
eth,5m,eth-updown-5m-1775162400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T20:45:00Z
eth,5m,eth-updown-5m-1775162100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T20:40:00Z
eth,5m,eth-updown-5m-1775161800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T20:35:00Z
eth,5m,eth-updown-5m-1775161500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T20:30:00Z
eth,5m,eth-updown-5m-1775161200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T20:25:00Z
eth,5m,eth-updown-5m-1775160900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T20:20:00Z
eth,5m,eth-updown-5m-1775160600,3,3,0,100.0,102.8,100.0,100.0,0.0,0.0,2.8,2.8,2026-04-02T20:15:00Z
eth,5m,eth-updown-5m-1775160300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T20:10:00Z
eth,5m,eth-updown-5m-1775160000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T20:05:00Z
eth,5m,eth-updown-5m-1775159700,11,11,0,100.0,102.5,100.0,100.0,0.0,0.0,2.5,2.5,2026-04-02T20:00:00Z
eth,5m,eth-updown-5m-1775159400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T19:55:00Z
eth,5m,eth-updown-5m-1775159100,10,10,0,100.0,103.0,100.0,100.0,0.0,0.0,3.0,3.0,2026-04-02T19:50:00Z
eth,5m,eth-updown-5m-1775158800,8,8,0,100.0,103.3,100.0,100.0,0.0,0.0,3.3,3.3,2026-04-02T19:45:00Z
eth,5m,eth-updown-5m-1775158500,8,8,0,100.0,103.7,100.0,100.0,0.0,0.0,3.7,3.7,2026-04-02T19:40:00Z
eth,5m,eth-updown-5m-1775158200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T19:35:00Z
eth,5m,eth-updown-5m-1775157900,6,6,0,100.0,104.0,100.0,100.0,0.0,0.0,4.0,4.0,2026-04-02T19:30:00Z
eth,5m,eth-updown-5m-1775157600,2,2,0,100.0,13.7,100.0,10.0,0.0,90.0,-86.3,3.7,2026-04-02T19:25:00Z
eth,5m,eth-updown-5m-1775157300,4,4,0,100.0,103.5,100.0,100.0,0.0,0.0,3.5,3.5,2026-04-02T19:20:00Z
eth,5m,eth-updown-5m-1775157000,5,5,0,100.0,104.4,100.0,100.0,0.0,0.0,4.4,4.4,2026-04-02T19:15:00Z
eth,5m,eth-updown-5m-1775156700,6,6,0,100.0,102.4,100.0,100.0,0.0,0.0,2.4,2.4,2026-04-02T19:10:00Z
